trial_id,condition,write_success,write_ms,ack_success,ack_wait_ms,total_success,total_ms,failure_reason
JS_0100,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0101,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0102,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0103,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0104,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0105,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0106,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0107,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0108,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0109,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0110,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0111,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0112,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0113,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0114,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0115,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0116,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0117,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0118,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0119,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0120,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0121,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0122,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0123,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0124,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0125,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0126,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0127,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0128,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0129,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0130,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0131,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0132,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0133,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0134,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0135,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0136,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0137,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0138,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0139,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0140,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0141,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0142,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0143,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0144,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0145,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0146,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0147,8m_wall,False,,False,,False,,connection_lost_earlier
