trial_id,scan_ms,connect_ms,request_write_ms,server_process_ms,decrypt_ms,state_init_ms,kex_total_ms,t_request_sent_ns,t_key_available_ns,t_key_decrypted_ns,t_state_initialized_ns,success,failure_stage,failure_reason
I_0212,719.204,4764.219,443.261,91.573,0.251,0.018,535.115,35229952888641,35230044461313,35230044721163,35230044742563,True,,
I_0213,528.048,2751.87,848.065,90.99,0.196,0.016,939.276,35237152580503,35237243570343,35237243773519,35237243791515,True,,
I_0214,831.135,3349.993,577.849,91.233,0.265,0.027,669.387,35244802416353,35244893649627,35244893922293,35244893954955,True,,
I_0215,933.32,4687.996,398.903,90.05,0.283,0.018,489.266,35254028524766,35254118574477,35254118867785,35254118887997,True,,
I_0216,560.453,2901.599,397.235,94.019,0.291,0.02,491.579,35260867531641,35260961551010,35260961849906,35260961874992,True,,
I_0217,1045.691,4618.917,444.421,92.252,0.267,0.189,537.142,35270137462667,35270229714729,35270229989623,35270230183489,True,,
I_0218,553.87,2905.479,444.81,91.024,0.281,0.04,536.168,35276932392262,35277023416404,35277023705279,35277023750113,True,,
I_0219,3163.383,3401.874,443.896,91.194,0.285,0.044,535.43,35287057385192,35287148579380,35287148871276,35287148919976,True,,
I_0220,1231.028,4661.944,576.353,91.018,0.366,0.048,667.797,35296507578074,35296598596378,35296598969435,35296599021991,True,,
I_0221,36.738,5989.618,803.298,91.099,0.285,0.036,894.73,35306857823626,35306948922906,35306949215587,35306949255642,True,,
I_0222,129.466,2703.875,351.688,91.264,0.285,0.035,443.283,35313202380693,35313293645035,35313293936687,35313293976335,True,,
I_0223,552.091,8624.335,307.948,90.997,0.196,0.016,399.166,35326522644164,35326613641415,35326613844090,35326613862397,True,,
I_0224,1546.098,6639.317,353.738,91.109,0.193,0.016,445.067,35338582392348,35338673501662,35338673702417,35338673721353,True,,
I_0225,391.331,3925.236,308.406,90.087,0.273,0.035,398.812,35346638389414,35346728476292,35346728756794,35346728795289,True,,
I_0226,444.324,6661.548,353.207,91.01,0.203,0.016,444.447,35357482518632,35357573528239,35357573738420,35357573757773,True,,
I_0227,781.692,3353.674,355.334,90.063,0.201,0.017,445.624,35365538857339,35365628920563,35365629128303,35365629147911,True,,
I_0228,881.876,2624.493,307.092,91.314,0.273,0.034,398.725,35372827444240,35372918758681,35372919039411,35372919076866,True,,
I_0229,645.917,2635.335,353.071,93.091,0.199,0.015,446.383,35379667632641,35379760723732,35379760928874,35379760945418,True,,
I_0230,5039.727,2649.635,309.044,91.11,0.268,0.036,400.469,35391007451775,35391098562019,35391098837236,35391098876710,True,,
I_0231,547.76,2867.26,307.216,93.079,0.194,0.017,400.515,35397756442115,35397849520962,35397849721425,35397849741205,True,,
I_0232,1882.88,3918.134,353.142,91.119,0.281,0.039,444.594,35407162414981,35407253534192,35407253823063,35407253866914,True,,
I_0233,1925.187,2618.173,351.782,91.449,0.206,0.017,443.464,35415937367027,35416028816315,35416029029026,35416029048996,True,,
I_0234,2028.019,4628.038,354.12,91.241,0.188,0.016,445.572,35426017397283,35426108637827,35426108831741,35426108850056,True,,
I_0235,44.426,3911.167,309.215,90.042,0.201,0.017,399.483,35433308665096,35433398707033,35433398914279,35433398933221,True,,
I_0236,1387.06,4683.557,308.977,90.04,0.198,0.015,399.239,35443433516327,35443523555966,35443523760388,35443523778431,True,,
I_0237,191.257,3945.614,307.233,91.179,0.202,0.016,398.638,35451487414545,35451578593275,35451578801160,35451578819443,True,,
I_0238,295.826,2626.095,352.204,91.132,0.198,0.015,443.558,35458282590567,35458373722642,35458373926991,35458373944711,True,,
I_0239,611.803,2667.126,354.552,91.358,0.28,0.042,446.244,35465662386989,35465753744806,35465754032095,35465754078658,True,,
I_0240,367.167,2691.279,306.53,90.005,0.234,0.021,396.8,35472413855267,35472503859933,35472504100128,35472504124365,True,,
I_0241,1455.751,5920.039,309.398,89.506,0.223,0.019,399.156,35483708920798,35483798427200,35483798656927,35483798679033,True,,
I_0242,2523.342,4672.464,307.828,91.02,0.199,0.017,399.073,35494552538530,35494643558306,35494643764308,35494643783972,True,,
I_0243,891.607,2615.187,351.728,91.206,0.194,0.017,443.155,35501887506492,35501978712847,35501978914473,35501978933596,True,,
I_0244,552.854,2771.566,309.771,135.942,0.202,0.019,445.947,35508683387868,35508819329490,35508819538024,35508819564190,True,,
I_0245,1003.651,4707.804,307.1,91.002,0.211,0.015,398.336,35518042664202,35518133666173,35518133883466,35518133900015,True,,
I_0246,2118.587,3434.099,535.318,90.872,6.731,0.019,632.952,35537033560718,35537124432233,35537131170673,35537131193995,True,,
I_0247,322.568,6759.716,625.035,90.261,9.142,0.02,724.471,35639229258600,35639319519735,35639328669963,35639328694804,True,,
I_0248,571.297,4284.655,308.152,91.269,0.212,0.017,399.659,35648184311320,35648275580454,35648275798821,35648275818453,True,,
I_0249,1269.505,2776.266,353.382,90.966,0.205,0.017,444.579,35656419620067,35656510586246,35656510798359,35656510817299,True,,
I_0250,32.045,4064.144,258.314,91.218,0.218,0.016,349.776,35664384684878,35664475902895,35664476128282,35664476146797,True,,
I_0251,509.772,3220.91,353.289,92.13,0.198,0.016,445.643,35672124365749,35672216496232,35672216700740,35672216719359,True,,
I_0252,551.248,4528.432,354.784,91.088,0.252,0.018,446.151,35680449689104,35680540777022,35680541034945,35680541056031,True,,
I_0253,3123.183,3171.855,398.415,91.97,0.195,0.018,490.607,35690709398968,35690801368566,35690801569211,35690801590648,True,,
I_0254,574.692,4415.298,355.57,90.126,0.274,0.035,446.017,35699350487028,35699440613129,35699440895129,35699440933630,True,,
I_0255,1839.237,4457.685,307.97,90.917,0.274,0.035,399.207,35709654592751,35709745509621,35709745790601,35709745830006,True,,
I_0256,3132.144,3164.082,308.915,91.216,0.266,0.033,400.441,35719644347471,35719735563828,35719735837187,35719735873864,True,,
I_0257,551.495,3270.203,307.305,91.203,0.204,0.017,398.738,35727159461899,35727250665082,35727250875681,35727250894354,True,,
I_0258,549.077,7051.914,308.897,89.156,0.285,0.035,398.386,35738949406162,35739038562245,35739038854860,35739038894717,True,,
I_0259,554.487,4524.788,309.763,136.268,0.2,0.017,446.258,35747409464535,35747545732773,35747545939272,35747545958709,True,,
I_0260,1836.987,3153.795,353.554,90.861,0.283,0.034,444.745,35756364664048,35756455525508,35756455816577,35756455855028,True,,
I_0261,561.661,4473.44,353.709,92.667,0.203,0.016,446.604,35765409252631,35765501920086,35765502128655,35765502147405,True,,
I_0262,549.795,10964.872,309.266,90.026,0.289,0.036,399.628,35780844586992,35780934612652,35780934909459,35780934949674,True,,
I_0263,3116.047,5790.316,307.856,90.26,0.297,0.036,398.461,35793264724218,35793354983881,35793355288432,35793355328614,True,,
I_0264,549.534,5790.122,309.287,91.195,0.206,0.016,400.711,35803659697457,35803750892268,35803751104394,35803751122063,True,,
I_0265,560.637,3213.804,308.817,91.237,0.263,0.034,400.363,35811129422439,35811220658977,35811220930823,35811220968400,True,,
I_0266,925.892,6756.521,533.002,90.177,6.741,0.02,629.953,35828769393258,35828859570662,35828866318203,35828866344552,True,,
I_0267,822.355,2728.9,354.086,91.3,0.317,0.035,445.75,35835924599567,35836015899113,35836016223515,35836016263367,True,,
I_0268,568.803,5952.547,353.688,90.985,0.215,0.017,444.915,35845914443287,35846005428112,35846005650937,35846005670716,True,,
I_0269,670.264,5940.687,308.252,89.135,0.219,0.017,397.633,35855949659833,35856038794932,35856039021241,35856039040717,True,,
I_0270,2040.655,3355.852,307.535,91.033,0.203,0.016,398.797,35864724576437,35864815609627,35864815819560,35864815837608,True,,
I_0271,1843.982,4722.381,262.573,92.16,0.264,0.033,355.041,35874849338575,35874941498363,35874941769846,35874941807223,True,,
I_0272,1205.32,2618.798,395.899,90.371,0.273,0.042,486.595,35882230319702,35882320690253,35882320970634,35882321016214,True,,
I_0273,1252.344,2613.424,398.418,91.26,0.204,0.017,489.906,35890284557234,35890375816924,35890376027224,35890376045924,True,,
I_0274,18.795,3936.059,399.113,90.109,0.204,0.015,489.45,35898384603417,35898474712762,35898474922744,35898474940366,True,,
I_0275,74.543,2623.531,440.228,91.232,0.302,0.015,531.789,35905179418350,35905270650549,35905270959434,35905270979157,True,,
I_0276,553.145,3267.946,353.726,90.845,0.27,0.035,444.887,35913189689404,35913280534212,35913280810969,35913280850291,True,,
I_0277,1221.856,2688.953,398.207,90.11,0.277,0.035,488.639,35921334305987,35921424415627,35921424699898,35921424738544,True,,
I_0278,2560.42,4636.946,487.297,91.055,0.271,0.034,578.667,35932719587644,35932810642412,35932810920096,35932810957375,True,,
I_0279,376.035,2635.498,892.982,90.058,0.232,0.018,983.299,35939919561294,35940009619440,35940009857767,35940009878585,True,,
I_0280,683.947,3364.18,441.917,91.075,0.28,0.037,533.32,35947524569090,35947615643723,35947615930421,35947615971407,True,,
I_0281,735.517,2636.121,308.627,92.013,0.312,0.038,401.006,35954724493123,35954816506279,35954816828635,35954816871609,True,,
I_0282,1826.263,3344.485,307.918,91.112,0.217,0.017,399.275,35963499711429,35963590823007,35963591048816,35963591068331,True,,
I_0283,1626.414,2647.301,351.135,90.411,0.328,0.044,441.932,35971644351384,35971734762343,35971735097235,35971735147863,True,,
I_0284,1682.144,2680.143,306.808,92.196,0.203,0.016,399.232,35979699438725,35979791634695,35979791844101,35979791862974,True,,
I_0285,1736.015,4694.941,308.527,91.435,0.208,0.016,400.194,35989779409330,35989870843863,35989871057570,35989871075939,True,,
I_0286,1086.13,5388.912,353.859,91.243,0.271,0.034,445.418,35999859416745,35999950659319,35999950937628,35999950975150,True,,
I_0287,1181.132,2639.746,353.436,91.086,0.266,0.033,444.832,36007194567020,36007285653401,36007285926273,36007285963097,True,,
I_0288,1232.774,2631.402,309.326,91.096,0.199,0.018,400.648,36015204273056,36015295368677,36015295574256,36015295595386,True,,
I_0289,1287.952,4647.671,306.944,92.645,0.213,0.018,399.83,36025282990511,36025375635814,36025375855893,36025375875949,True,,
I_0290,93.383,5931.972,308.653,90.982,0.198,0.015,399.856,36035364756562,36035455739020,36035455942792,36035455959808,True,,
I_0291,186.676,4670.173,262.774,91.158,0.288,0.035,354.267,36044139656632,36044230815076,36044231110850,36044231150194,True,,
I_0292,1526.277,2610.997,308.013,91.083,0.287,0.036,399.431,36051474556096,36051565639303,36051565933827,36051565974026,True,,
I_0293,2315.174,3891.077,308.685,90.809,0.198,0.017,399.719,36061554714935,36061645523683,36061645730071,36061645749253,True,,
I_0294,386.917,6674.82,308.466,91.165,0.289,0.04,399.972,36072399446446,36072490611050,36072490906990,36072490952192,True,,
I_0295,766.884,3370.411,307.303,89.044,0.3,0.035,396.706,36080454468044,36080543512047,36080543819364,36080543871469,True,,
I_0296,819.044,2640.944,309.138,89.073,0.288,0.035,398.545,36087789507690,36087878580755,36087878876059,36087878915248,True,,
I_0297,560.25,4071.555,308.2,90.13,0.284,0.043,398.668,36095979434041,36096069563975,36096069855204,36096069902763,True,,
I_0298,684.238,2641.851,309.096,90.176,0.3,0.023,399.608,36102639393147,36102729568753,36102729877167,36102729905736,True,,
I_0299,996.918,3363.092,309.194,91.062,0.273,0.035,400.576,36110694490597,36110785552936,36110785833466,36110785872787,True,,
I_0300,1043.031,3366.082,350.355,90.893,0.196,0.016,441.468,36118794790931,36118885683789,36118885886671,36118885904728,True,,
I_0301,1785.073,2621.217,397.811,91.171,0.193,0.017,489.202,36126894671672,36126985842215,36126986043535,36126986062901,True,,
I_0302,1201.145,2619.155,306.729,91.704,0.201,0.015,398.66,36134137943947,36134229648307,36134229856183,36134229874263,True,,
I_0303,2241.397,3380.256,352.238,90.14,0.285,0.159,442.833,36143004606272,36143094746303,36143095038210,36143095202041,True,,
I_0304,18.44,4657.224,398.019,91.163,0.179,0.024,489.394,36151104647209,36151195810024,36151195994705,36151196021511,True,,
I_0305,71.309,5954.361,400.074,90.077,0.303,0.041,490.507,36160465318323,36160555395356,36160555706131,36160555751055,True,,
I_0306,1456.385,2633.604,400.422,89.971,0.268,0.033,490.705,36168519696273,36168609666814,36168609941196,36168609979346,True,,
I_0307,235.374,4621.823,397.85,90.005,0.203,0.016,488.083,36177294505123,36177384510043,36177384718995,36177384737666,True,,
I_0308,1301.619,3914.632,397.932,91.413,0.273,0.034,489.664,36186654259916,36186745673257,36186745953335,36186745991729,True,,
I_0309,1602.084,5415.911,352.229,90.038,0.287,0.035,442.601,36197454493577,36197544531082,36197544825516,36197544865262,True,,
I_0310,775.75,2595.629,623.177,90.241,0.193,0.026,713.645,36205014553141,36205104794558,36205104993448,36205105021694,True,,
I_0311,506.176,6690.141,712.928,89.955,0.193,0.017,803.103,36215949454427,36216039409922,36216039610013,36216039629554,True,,
I_0312,2909.668,4646.441,354.99,89.56,0.287,0.035,444.883,36226930382478,36227019942802,36227020236522,36227020275461,True,,
I_0313,565.293,1996.565,352.66,89.647,0.193,0.02,442.528,36232959809351,36233049455866,36233049654752,36233049677482,True,,
I_0314,741.641,2629.222,307.847,90.177,0.292,0.18,398.508,36239709543567,36239799720916,36239800020007,36239800204231,True,,
I_0315,1056.363,3349.026,353.905,90.213,0.269,0.047,444.445,36247809475490,36247899688141,36247899964951,36247900016142,True,,
I_0316,1896.238,3903.591,354.956,90.057,0.189,0.016,445.226,36257170465564,36257260522201,36257260716800,36257260735742,True,,
I_0317,1216.918,2649.031,307.787,91.326,0.192,0.015,399.329,36265224341498,36265315667844,36265315866287,36265315883707,True,,
I_0318,1299.874,2613.065,352.127,89.788,0.196,0.017,442.138,36273279663155,36273369451544,36273369653894,36273369674005,True,,
I_0319,63.801,2633.696,306.916,91.33,0.36,0.042,398.66,36280029467212,36280120796977,36280121163549,36280121211146,True,,
I_0320,2152.145,2613.652,398.228,90.906,0.262,0.032,489.44,36288174673226,36288265579401,36288265848640,36288265884542,True,,
I_0321,556.386,2544.271,353.662,91.094,0.194,0.016,444.976,36295464679540,36295555773119,36295555975398,36295555993807,True,,
I_0322,236.339,2641.005,352.897,91.067,0.283,0.18,444.437,36302259704666,36302350771791,36302351060709,36302351245379,True,,
I_0323,2581.298,3355.112,398.315,90.72,0.283,0.035,489.363,36312384941934,36312475661655,36312475951499,36312475990358,True,,
I_0324,657.299,3343.873,353.045,89.972,0.184,0.018,443.229,36320394637890,36320484609527,36320484800054,36320484821384,True,,
I_0325,695.14,5377.304,396.247,90.311,0.276,0.035,486.88,36330519325523,36330609636389,36330609919443,36330609958821,True,,
I_0326,781.124,2635.473,352.654,90.201,0.379,0.015,443.263,36337809458723,36337899659849,36337900046359,36337900067692,True,,
I_0327,576.981,3919.567,307.835,91.007,0.235,0.016,399.105,36345819584349,36345910591077,36345910834162,36345910854726,True,,
I_0328,648.288,4668.865,387.093,90.205,0.274,0.032,477.614,36354729746357,36354819950917,36354820231803,36354820267848,True,,
I_0329,994.136,2603.299,351.295,90.242,0.254,0.017,441.817,36361974574082,36362064816488,36362065076436,36362065096231,True,,
I_0330,551.218,2237.518,305.128,90.886,0.214,0.015,396.252,36368139767373,36368230653359,36368230874101,36368230891552,True,,
I_0331,552.458,2909.192,305.569,93.572,0.197,0.016,399.362,36374798064847,36374891636606,36374891839512,36374891858027,True,,
I_0332,1174.396,2647.623,352.22,90.847,0.354,0.033,443.466,36382179706938,36382270554431,36382270915744,36382270952274,True,,
I_0333,1966.774,2666.342,306.201,91.157,0.277,0.035,397.683,36390954245123,36391045402013,36391045687237,36391045727062,True,,
I_0334,3298.124,3404.397,352.697,91.24,0.297,0.053,444.299,36401079473390,36401170713688,36401171017993,36401171074990,True,,
I_0335,80.809,2617.488,351.226,91.078,0.265,0.035,442.615,36407064543948,36407155622105,36407155893572,36407155932563,True,,
I_0336,120.445,2621.843,353.141,88.993,0.206,0.016,442.365,36413140834476,36413229827291,36413230039047,36413230057853,True,,
I_0337,166.718,5907.103,396.734,90.134,0.292,0.037,487.208,36422499833564,36422589967464,36422590265984,36422590307753,True,,
I_0338,253.67,2621.927,398.233,90.749,0.192,0.015,489.195,36429294807193,36429385556062,36429385752676,36429385769588,True,,
I_0339,568.201,3342.029,399.336,90.904,0.225,0.016,490.491,36437349879000,36437440782626,36437441014567,36437441033987,True,,
I_0340,1355.157,3906.143,397.81,89.941,0.198,0.016,487.974,36446709646064,36446799586719,36446799791762,36446799810138,True,,
I_0341,416.708,2683.577,984.163,91.03,0.201,0.016,1075.419,36454134781416,36454225811109,36454226018028,36454226036766,True,,
I_0342,1509.387,2627.227,352.409,90.041,0.266,0.032,442.759,36461514488320,36461604529541,36461604802415,36461604838184,True,,
I_0343,831.674,2675.836,351.916,90.845,0.189,0.015,442.973,36468894730369,36468985575727,36468985770661,36468985787423,True,,
I_0344,568.428,1948.71,351.613,90.33,0.275,0.037,442.265,36474879345819,36474969675776,36474969957512,36474969998097,True,,
I_0345,548.905,2056.155,263.359,90.11,0.261,0.032,353.774,36480909446134,36480999556548,36480999825398,36480999861698,True,,
I_0346,723.492,2602.915,353.096,92.063,0.193,0.016,445.376,36487704645556,36487796708379,36487796907382,36487796926001,True,,
I_0347,1028.918,2612.585,350.571,91.483,0.351,0.015,442.433,36495037967612,36495129450642,36495129809024,36495129829513,True,,
I_0348,577.877,2162.4,354.672,90.153,0.319,0.017,445.172,36501114392506,36501204545142,36501204871167,36501204892411,True,,
I_0349,551.18,4216.303,352.209,90.082,0.315,0.048,442.667,36509169672087,36509259754426,36509260076057,36509260130610,True,,
I_0350,1221.26,3319.829,353.462,90.94,0.214,0.016,444.64,36517944713520,36518035653844,36518035873762,36518035891823,True,,
I_0351,1297.32,3379.31,353.852,90.79,0.29,0.112,445.056,36526044791498,36526135581620,36526135879812,36526135995961,True,,
I_0352,60.127,3899.156,305.571,91.343,0.277,0.051,397.253,36533289334727,36533380677923,36533380961525,36533381016815,True,,
I_0353,1409.27,4663.239,306.642,89.058,0.265,0.037,396.016,36543414375593,36543503433620,36543503707153,36543503749056,True,,
I_0354,224.46,3912.977,352.097,133.983,0.286,0.225,486.602,36551514768488,36551648751472,36551649045140,36551649274085,True,,
I_0355,2284.902,2660.906,308.611,89.828,0.23,0.015,398.693,36560289779012,36560379606696,36560379842941,36560379860332,True,,
I_0356,625.571,4635.806,352.866,91.122,0.27,0.036,444.304,36569649551419,36569740673731,36569740950417,36569740990067,True,,
I_0357,429.738,2627.581,306.882,90.275,0.201,0.017,397.382,36576399629043,36576489903626,36576490110639,36576490129105,True,,
I_0358,767.817,3368.007,353.596,91.147,0.198,0.016,444.965,36584499766551,36584590913431,36584591117647,36584591135518,True,,
I_0359,2839.433,2600.761,353.996,89.202,0.262,0.035,443.507,36593815242423,36593904444856,36593904714489,36593904752932,True,,
I_0360,617.059,2663.235,308.676,91.331,0.221,0.015,400.251,36600609592274,36600700922951,36600701149778,36600701167523,True,,
I_0361,961.884,2590.034,306.029,92.395,0.203,0.014,398.65,36607898234372,36607990629124,36607990838546,36607990854749,True,,
I_0362,566.263,2040.84,306.025,93.437,0.191,0.016,399.678,36613928195792,36614021633241,36614021829830,36614021848247,True,,
I_0363,555.738,2772.587,351.793,91.189,0.2,0.016,443.207,36620769490339,36620860679447,36620860885356,36620860903809,True,,
I_0364,1843.721,2607.498,308.287,91.089,0.28,0.048,399.717,36628779601727,36628870691145,36628870977784,36628871031100,True,,
I_0365,1160.223,5406.733,307.55,91.952,0.191,0.016,399.718,36638904650128,36638996602613,36638996800867,36638996818465,True,,
I_0366,1252.336,2611.806,310.395,90.895,0.189,0.027,401.514,36646194906801,36646285802299,36646285997272,36646286025657,True,,
I_0367,1309.173,2600.477,354.732,91.164,0.204,0.017,446.125,36654294636013,36654385799526,36654386009687,36654386028575,True,,
I_0368,87.666,3914.059,352.501,90.891,0.268,0.033,443.705,36662394645865,36662485536660,36662485811674,36662485849027,True,,
I_0369,189.213,2642.871,307.206,89.381,0.203,0.016,396.815,36669144500298,36669233881457,36669234090934,36669234109259,True,,
I_0370,190.171,5971.178,262.942,91.017,0.269,0.035,354.274,36678459649047,36678550666392,36678550942351,36678550980727,True,,
I_0371,294.561,3933.351,306.29,91.443,0.194,0.015,397.95,36686559322780,36686650765680,36686650965950,36686650982968,True,,
I_0372,341.394,2625.169,307.328,91.066,0.194,0.017,398.612,36693309625986,36693400691647,36693400891422,36693400910922,True,,
I_0373,725.658,2600.896,307.687,91.195,0.276,0.035,399.204,36700644422329,36700735616927,36700735899744,36700735939456,True,,
I_0374,2473.036,5938.299,308.005,90.389,0.291,0.035,398.731,36712750385077,36712840773859,36712841071749,36712841110551,True,,
I_0375,545.571,2601.572,306.093,92.066,0.259,0.035,398.463,36719498500635,36719590567067,36719590833051,36719590871476,True,,
I_0376,907.457,2598.675,352.612,91.698,0.195,0.016,444.533,36726879833711,36726971532121,36726971735934,36726971755091,True,,
I_0377,653.876,3886.444,353.917,91.37,0.22,0.016,445.531,36734934586604,36735025956305,36735026182860,36735026200768,True,,
I_0378,762.138,2609.044,353.308,90.84,0.274,0.04,444.475,36741729685351,36741820525652,36741820807352,36741820852108,True,,
I_0379,1065.82,3339.075,354.268,91.321,0.198,0.015,445.812,36749784387618,36749875708960,36749875914359,36749875931251,True,,
I_0380,1141.651,2589.582,308.057,90.927,0.268,0.033,399.297,36757074756582,36757165683950,36757165959606,36757165996685,True,,
I_0381,548.277,2283.266,352.951,92.166,0.247,0.015,445.389,36763194813999,36763286979905,36763287233411,36763287251202,True,,
I_0382,1234.52,2633.021,306.711,91.01,0.267,0.035,398.033,36771204654550,36771295664498,36771295938173,36771295977044,True,,
I_0383,2026.865,2605.018,352.294,91.187,0.501,0.027,444.027,36780024619791,36780115806639,36780116315371,36780116352140,True,,
I_0384,3424.734,5346.532,308.483,90.072,0.283,0.034,398.883,36792085596168,36792175668319,36792175957772,36792175996091,True,,
I_0385,181.402,4629.86,353.127,90.841,0.269,0.033,444.28,36800184698412,36800275539080,36800275814963,36800275851458,True,,
I_0386,567.529,2623.208,397.869,91.121,0.236,0.021,489.257,36807609544485,36807700665822,36807700908429,36807700932747,True,,
I_0387,323.56,3902.99,488.706,90.251,0.218,0.017,579.199,36815755655507,36815845906031,36815846130196,36815846148824,True,,
I_0388,1663.318,2697.741,352.68,136.036,0.208,0.015,488.946,36823764908853,36823900944666,36823901158290,36823901175183,True,,
I_0389,1760.053,3409.426,398.761,91.36,0.212,0.017,490.36,36832584447452,36832675807170,36832676026198,36832676045780,True,,
I_0390,856.9,2604.404,397.942,92.191,0.201,0.018,490.37,36839874600936,36839966792406,36839966999842,36839967028896,True,,
I_0391,554.009,4661.377,397.964,90.942,0.265,0.035,489.216,36848649555651,36848740497186,36848740768638,36848740807561,True,,
I_0392,930.474,3340.851,937.855,91.011,0.208,0.017,1029.099,36857244833640,36857335844835,36857336059214,36857336077893,True,,
I_0393,555.209,2051.118,352.756,90.972,0.268,0.039,444.045,36863994641236,36864085613170,36864085887333,36864085930724,True,,
I_0394,794.861,3927.085,351.949,91.297,0.215,0.016,443.485,36872094543588,36872185840135,36872186062108,36872186080117,True,,
I_0395,569.195,2172.535,352.225,91.381,0.231,0.017,443.864,36878124588354,36878215968998,36878216206383,36878216227249,True,,
I_0396,910.725,4620.841,307.536,90.93,0.21,0.018,398.706,36886854800259,36886945730640,36886945949078,36886945969489,True,,
I_0397,3277.785,3334.062,397.526,90.99,0.196,0.015,488.735,36897024688529,36897115678237,36897115880238,36897115897775,True,,
I_0398,76.52,2618.19,446.257,88.658,0.183,0.015,535.122,36903146910338,36903235568393,36903235757867,36903235775427,True,,
I_0399,75.189,3926.224,397.601,90.922,0.196,0.016,488.743,36910434656540,36910525578585,36910525780540,36910525798588,True,,
I_0400,215.718,2616.271,397.076,91.12,0.256,0.035,488.498,36917274456294,36917365575863,36917365839151,36917365878185,True,,
I_0401,2503.322,2713.08,397.974,91.08,0.196,0.016,489.275,36926634691213,36926725771628,36926725974430,36926725992342,True,,
I_0402,292.008,4743.129,757.986,91.11,0.303,0.042,849.454,36935814313960,36935905423765,36935905735050,36935905782161,True,,
I_0403,610.312,2671.265,352.795,91.048,0.274,0.036,444.164,36942699606674,36942790655056,36942790935666,36942790975354,True,,
I_0404,1746.008,3291.211,443.258,89.941,0.261,0.034,533.505,36951520666086,36951610607166,36951610874856,36951610912455,True,,
I_0405,743.57,2627.599,398.541,89.993,0.199,0.019,488.759,36958810902291,36958900894797,36958901099670,36958901120540,True,,
I_0406,561.727,3890.175,396.137,90.961,0.259,0.034,487.403,36966864506241,36966955467461,36966955733329,36966955771387,True,,
I_0407,3930.129,3312.273,351.544,92.272,0.271,0.035,444.133,36977619358305,36977711629906,36977711907976,36977711946947,True,,
I_0408,960.108,2592.109,308.055,91.08,0.28,0.036,399.463,36984910766678,36985001846927,36985002134042,36985002174465,True,,
I_0409,762.279,2744.218,397.903,135.951,0.282,0.039,534.188,36991929703291,36992065654737,36992065944499,36992065988370,True,,
I_0410,1063.958,2669.162,351.201,90.894,0.299,0.04,442.446,36999129662331,36999220556307,36999220862694,36999220907549,True,,
I_0411,516.437,2182.009,396.154,90.972,0.194,0.017,487.349,37005160383062,37005251355078,37005251557369,37005251577811,True,,
I_0412,1195.465,2590.457,299.493,90.139,0.206,0.017,389.863,37013125689173,37013215827898,37013216040111,37013216059253,True,,
I_0413,986.473,4644.834,346.84,87.316,0.271,0.037,434.475,37021993354625,37022080670157,37022080948702,37022080989963,True,,
I_0414,36.989,8027.061,340.911,88.873,0.199,0.016,430.008,37033420815465,37033509688716,37033509894615,37033509912382,True,,
I_0415,132.186,2619.202,342.615,90.152,0.289,0.035,433.104,37040125375835,37040215527423,37040215824361,37040215864594,True,,
I_0416,2172.771,3943.779,352.65,90.062,0.268,0.033,443.023,37049530614682,37049620676653,37049620951233,37049620987777,True,,
I_0417,244.404,2675.67,354.016,90.301,0.308,0.037,444.675,37056325453029,37056415754009,37056416069223,37056416111696,True,,
I_0418,590.023,2736.232,352.6,89.846,0.282,0.039,442.779,37063705701202,37063795547377,37063795836561,37063795880159,True,,
I_0419,356.354,2699.228,354.741,89.646,0.196,0.017,444.608,37070456845395,37070546491090,37070546692647,37070546712545,True,,
I_0420,707.243,5407.998,308.614,91.116,0.191,0.016,399.946,37080445541017,37080536657180,37080536854672,37080536872505,True,,
I_0421,794.231,3342.167,352.761,90.187,0.196,0.016,443.169,37088500786830,37088590974290,37088591175738,37088591194434,True,,
I_0422,853.85,5353.212,353.256,90.16,0.191,0.016,443.633,37098580671931,37098670832303,37098671030503,37098671048879,True,,
I_0423,939.407,4637.517,352.956,89.996,0.263,0.034,443.26,37107940608378,37108030604313,37108030873800,37108030911769,True,,
I_0424,741.751,2675.956,306.756,90.191,0.295,0.038,397.293,37114735288650,37114825479952,37114825782432,37114825826376,True,,
I_0425,1055.51,3351.182,352.883,90.216,0.242,0.022,443.374,37122790485149,37122880701033,37122880950809,37122880976226,True,,
I_0426,1841.272,4681.124,307.492,91.135,0.237,0.021,398.896,37132870247242,37132961382258,37132961627238,37132961651165,True,,
I_0427,1198.627,2622.428,353.621,90.041,0.282,0.035,443.99,37140205856219,37140295897245,37140296186347,37140296225392,True,,
I_0428,1249.447,2617.966,352.64,90.265,0.203,0.015,443.132,37148260390952,37148350656372,37148350865770,37148350883004,True,,
I_0429,70.736,5910.814,352.856,90.022,0.513,0.086,443.504,37158340654369,37158430676667,37158431196648,37158431302048,True,,
I_0430,116.48,4650.4,307.455,90.305,0.348,0.015,398.136,37167115567894,37167205873385,37167206228556,37167206248862,True,,
I_0431,1496.074,2595.492,352.426,90.545,0.217,0.019,443.217,37174450283393,37174540828885,37174541052284,37174541074717,True,,
I_0432,1557.612,4648.485,353.876,89.251,0.207,0.021,443.365,37184576564913,37184665816351,37184666030077,37184666053929,True,,
I_0433,1658.14,4638.76,306.155,91.828,0.199,0.017,398.206,37194608767181,37194700594741,37194700800051,37194700818805,True,,
