trial_id,condition,scan_success,scan_ms,connect_success,connect_ms,write_success,write_ms,ack_success,ack_wait_ms,total_success,total_ms,failure_stage,failure_reason
J_0069,7m_wall,True,1741.1,True,2613.972,True,259.706,True,89.49,True,4708.025,,
J_0070,7m_wall,True,4819.269,True,5926.89,True,302.858,True,90.0,True,11142.991,,
J_0071,7m_wall,True,1194.398,True,3341.36,True,348.112,True,90.301,True,4978.218,,
J_0072,7m_wall,True,258.64,True,6841.503,True,438.354,True,91.86,True,7635.037,,
J_0073,7m_wall,True,113.606,True,3927.602,True,257.656,True,90.147,True,4393.879,,
J_0074,7m_wall,True,57.477,True,2723.565,True,254.754,True,90.224,True,3133.921,,
J_0075,7m_wall,True,1190.613,True,6721.328,True,257.263,True,91.288,True,8265.067,,
J_0076,7m_wall,True,641.61,True,4613.908,True,258.056,True,135.006,True,5653.569,,
J_0077,7m_wall,True,61.902,True,4248.805,True,304.173,True,90.031,True,4709.156,,
J_0078,7m_wall,True,112.157,True,8248.44,True,303.979,True,90.283,True,8758.48,,
J_0079,7m_wall,True,807.678,True,3413.649,True,258.14,True,89.92,True,4573.06,,
J_0080,7m_wall,True,866.215,True,5514.56,True,259.294,True,90.054,True,6734.619,,
J_0081,7m_wall,True,48.802,True,2504.643,True,261.203,True,90.056,True,2908.509,,
J_0082,7m_wall,True,1018.395,True,2617.71,True,303.469,True,91.342,True,4034.858,,
J_0083,7m_wall,True,1061.774,True,2665.594,True,300.606,True,90.217,True,4123.08,,
J_0084,7m_wall,True,1891.092,True,2691.673,True,255.456,True,91.989,True,4934.21,,
J_0085,7m_wall,True,218.668,True,3373.487,True,256.716,True,135.109,True,3987.751,,
J_0086,7m_wall,True,284.793,True,5423.575,True,256.82,True,88.542,True,6058.766,,
J_0087,7m_wall,True,1064.05,True,2621.032,True,299.761,True,91.414,True,4081.36,,
J_0088,7m_wall,True,455.037,True,2641.25,True,258.122,True,91.271,True,3449.74,,
