trial_id,condition,scan_success,scan_ms,connect_success,connect_ms,write_success,write_ms,ack_success,ack_wait_ms,total_success,total_ms,failure_stage,failure_reason
J_0148,2m_los,True,1320.823,True,3349.576,True,303.765,True,89.953,True,5068.468,,
J_0149,2m_los,True,384.188,True,4692.461,True,257.651,True,91.261,True,5430.539,,
J_0150,2m_los,True,178.957,True,3908.266,True,256.168,True,90.198,True,4438.623,,
J_0151,2m_los,True,47.202,True,4084.338,True,302.123,True,90.302,True,4527.87,,
J_0152,2m_los,True,47.196,True,2193.489,True,302.2,True,90.017,True,2637.818,,
J_0153,2m_los,True,65.109,True,2895.83,True,258.076,True,90.121,True,3313.529,,
J_0154,2m_los,True,724.672,True,3362.557,True,303.037,True,90.298,True,4484.68,,
J_0155,2m_los,True,764.693,True,4625.762,True,304.34,True,90.144,True,5788.778,,
J_0156,2m_los,True,863.007,True,2593.844,True,259.317,True,89.894,True,3810.264,,
J_0157,2m_los,True,921.794,True,3343.6,True,259.683,True,89.732,True,4618.523,,
J_0158,2m_los,True,956.327,True,7403.834,True,258.424,True,89.963,True,8713.239,,
J_0159,2m_los,True,63.032,True,2627.532,True,303.941,True,90.204,True,3088.385,,
J_0160,2m_los,True,1907.114,True,4652.69,True,304.851,True,90.199,True,6958.413,,
J_0161,2m_los,True,957.06,True,4658.405,True,258.156,True,90.08,True,5968.545,,
J_0162,2m_los,True,313.91,True,2600.196,True,259.839,True,90.048,True,3267.949,,
J_0163,2m_los,True,49.298,True,1967.999,True,302.407,True,90.08,True,2414.348,,
J_0164,2m_los,True,48.806,True,2734.567,True,300.36,True,90.218,True,3179.329,,
J_0165,2m_los,True,499.408,True,4622.898,True,301.295,True,90.167,True,5517.748,,
J_0166,2m_los,True,52.706,True,2144.828,True,300.74,True,90.152,True,2592.821,,
J_0167,2m_los,True,310.526,True,2606.062,True,301.924,True,91.188,True,3313.809,,
J_0168,2m_los,True,661.607,True,3379.851,True,301.963,True,91.24,True,4439.439,,
J_0169,2m_los,True,1451.968,True,2636.111,True,527.347,True,225.874,True,4845.445,,
J_0170,2m_los,True,51.303,True,3136.345,True,257.643,True,91.211,True,3540.727,,
J_0171,2m_los,True,837.622,True,5364.416,True,347.529,True,90.346,True,6644.621,,
J_0172,2m_los,True,945.002,True,2601.316,True,303.56,True,90.038,True,3944.257,,
J_0173,2m_los,True,987.407,True,2604.856,True,302.898,True,90.167,True,3989.658,,
J_0174,2m_los,True,1068.803,True,2613.221,True,256.228,True,91.397,True,4034.153,,
J_0175,2m_los,True,1872.03,True,4013.053,True,258.85,True,90.309,True,6239.181,,
J_0176,2m_los,True,1219.572,True,2641.49,True,258.853,True,90.108,True,4214.192,,
J_0177,2m_los,True,1269.631,True,2637.171,True,302.855,True,90.189,True,4304.351,,
J_0178,2m_los,True,32.439,True,3964.306,True,257.415,True,90.217,True,4349.006,,
J_0179,2m_los,True,51.58,True,1921.501,True,256.459,True,89.819,True,2324.492,,
J_0180,2m_los,True,60.792,True,2765.736,True,257.42,True,90.303,True,3179.26,,
J_0181,2m_los,True,498.84,True,2598.303,True,301.916,True,89.881,True,3493.691,,
J_0182,2m_los,True,64.282,True,2088.345,True,301.26,True,91.407,True,2549.77,,
J_0183,2m_los,True,95.402,True,2867.054,True,257.265,True,89.643,True,3314.448,,
J_0184,2m_los,True,1386.794,True,2611.596,True,258.344,True,90.162,True,4350.621,,
J_0185,2m_los,True,712.392,True,2609.24,True,258.679,True,89.973,True,3674.52,,
J_0186,2m_los,True,513.33,True,3888.104,True,258.474,True,90.285,True,4754.707,,
J_0187,2m_los,True,1594.426,True,2627.217,True,303.637,True,89.878,True,4619.473,,
J_0188,2m_los,True,914.093,True,2632.18,True,258.124,True,89.911,True,3898.801,,
J_0189,2m_los,True,1701.808,True,2608.751,True,258.867,True,135.297,True,4709.174,,
J_0190,2m_los,True,1049.152,True,3308.066,True,303.148,True,90.213,True,4754.726,,
J_0191,2m_los,True,79.216,True,3375.126,True,261.147,True,135.057,True,3854.221,,
J_0192,2m_los,True,2212.077,True,2592.732,True,260.028,True,89.972,True,5159.053,,
J_0193,2m_los,True,1272.227,True,2635.146,True,256.845,True,90.078,True,4259.099,,
J_0194,2m_los,True,30.104,True,4641.162,True,303.31,True,90.024,True,5068.694,,
J_0195,2m_los,True,1115.399,True,2610.322,True,304.544,True,89.942,True,4123.867,,
J_0196,2m_los,True,439.764,True,2610.175,True,305.678,True,90.266,True,3449.562,,
J_0197,2m_los,True,65.931,True,2041.177,True,303.129,True,90.364,True,2505.065,,
J_0198,2m_los,True,59.95,True,2811.118,True,304.719,True,89.851,True,3269.459,,
J_0199,2m_los,True,633.906,True,2598.301,True,303.005,True,89.292,True,3629.2,,
J_0200,2m_los,True,44.698,True,4987.041,True,257.546,True,90.073,True,5384.479,,
